Reaction	ReactionID	Compartment	Metabolite	MetName	StoiCoef
1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-16:1) transport, cell envelope-ER membrane	r_3920	exchange	s_3609	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-16:1) [endoplasmic reticulum membrane]	1.0
1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-16:1) transport, cell envelope-ER membrane	r_3921	exchange	s_3410	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-16:1) [cell envelope]	-1.0
1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-16:1) transport, cell envelope-ER membrane	r_3921	exchange	s_3610	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-16:1) [endoplasmic reticulum membrane]	1.0
1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-16:1) transport, cell envelope-ER membrane	r_3922	exchange	s_3411	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-16:1) [cell envelope]	-1.0
1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-16:1) transport, cell envelope-ER membrane	r_3922	exchange	s_3611	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-16:1) [endoplasmic reticulum membrane]	1.0
1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-18:1) transport, cell envelope-ER membrane	r_3923	exchange	s_3412	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-18:1) [cell envelope]	-1.0
1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-18:1) transport, cell envelope-ER membrane	r_3923	exchange	s_3612	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-18:1) [endoplasmic reticulum membrane]	1.0
1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-18:1) transport, cell envelope-ER membrane	r_3924	exchange	s_3413	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-18:1) [cell envelope]	-1.0
1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-18:1) transport, cell envelope-ER membrane	r_3924	exchange	s_3613	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-18:1) [endoplasmic reticulum membrane]	1.0
1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-18:1) transport, cell envelope-ER membrane	r_3925	exchange	s_3414	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-18:1) [cell envelope]	-1.0
1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-18:1) transport, cell envelope-ER membrane	r_3925	exchange	s_3614	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-18:1) [endoplasmic reticulum membrane]	1.0
1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-18:1) transport, cell envelope-ER membrane	r_3926	exchange	s_3415	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-18:1) [cell envelope]	-1.0
1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-18:1) transport, cell envelope-ER membrane	r_3926	exchange	s_3615	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-18:1) [endoplasmic reticulum membrane]	1.0
zymosteryl palmitoleate transport, ER membrane-cell envelope	r_3927	exchange	s_3446	zymosteryl palmitoleate [endoplasmic reticulum membrane]	-1.0
zymosteryl palmitoleate transport, ER membrane-cell envelope	r_3927	exchange	s_3669	zymosteryl palmitoleate [cell envelope]	1.0
zymosteryl oleate transport, ER membrane-cell envelope	r_3928	exchange	s_3445	zymosteryl oleate [endoplasmic reticulum membrane]	-1.0
zymosteryl oleate transport, ER membrane-cell envelope	r_3928	exchange	s_3670	zymosteryl oleate [cell envelope]	1.0
1-phosphatidyl-1D-myo-inositol (1-16:0, 2-16:1) transport, ER membrane-nucleus	r_3929	exchange	s_3118	1-phosphatidyl-1D-myo-inositol (1-16:0, 2-16:1) [endoplasmic reticulum membrane]	-1.0
1-phosphatidyl-1D-myo-inositol (1-16:0, 2-16:1) transport, ER membrane-nucleus	r_3929	exchange	s_3376	1-phosphatidyl-1D-myo-inositol (1-16:0, 2-16:1) [nucleus]	1.0
1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1) transport, ER membrane-nucleus	r_3930	exchange	s_3119	1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1) [endoplasmic reticulum membrane]	-1.0
1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1) transport, ER membrane-nucleus	r_3930	exchange	s_3378	1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1) [nucleus]	1.0
1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1) transport, ER membrane-nucleus	r_3931	exchange	s_3120	1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1) [endoplasmic reticulum membrane]	-1.0
1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1) transport, ER membrane-nucleus	r_3931	exchange	s_3380	1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1) [nucleus]	1.0
1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1) transport, ER membrane-nucleus	r_3932	exchange	s_3121	1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1) [endoplasmic reticulum membrane]	-1.0
1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1) transport, ER membrane-nucleus	r_3932	exchange	s_3382	1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1) [nucleus]	1.0
1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1) transport, ER membrane-nucleus	r_3933	exchange	s_3122	1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1) [endoplasmic reticulum membrane]	-1.0
1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1) transport, ER membrane-nucleus	r_3933	exchange	s_3384	1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1) [nucleus]	1.0
1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1) transport, ER membrane-nucleus	r_3934	exchange	s_3123	1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1) [endoplasmic reticulum membrane]	-1.0
1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1) transport, ER membrane-nucleus	r_3934	exchange	s_3386	1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1) [nucleus]	1.0
1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1) transport, ER membrane-nucleus	r_3935	exchange	s_3124	1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1) [endoplasmic reticulum membrane]	-1.0
1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1) transport, ER membrane-nucleus	r_3935	exchange	s_3388	1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1) [nucleus]	1.0
1-phosphatidyl-1D-myo-inositol (1-18:1, 2-18:1) transport, ER membrane-nucleus	r_3936	exchange	s_3125	1-phosphatidyl-1D-myo-inositol (1-18:1, 2-18:1) [endoplasmic reticulum membrane]	-1.0
1-phosphatidyl-1D-myo-inositol (1-18:1, 2-18:1) transport, ER membrane-nucleus	r_3936	exchange	s_3390	1-phosphatidyl-1D-myo-inositol (1-18:1, 2-18:1) [nucleus]	1.0
lignoceric acid transport, ER membrane-ER	r_3937	exchange	s_2869	lignoceric acid [endoplasmic reticulum membrane]	-1.0
lignoceric acid transport, ER membrane-ER	r_3937	exchange	s_1085	lignoceric acid [endoplasmic reticulum]	1.0
cerotic acid transport, ER membrane-ER	r_3938	exchange	s_2870	cerotic acid [endoplasmic reticulum membrane]	-1.0
cerotic acid transport, ER membrane-ER	r_3938	exchange	s_0507	cerotic acid [endoplasmic reticulum]	1.0
ergosterol transport, ER-ER membrane	r_3939	exchange	s_0667	ergosterol [endoplasmic reticulum]	-1.0
ergosterol transport, ER-ER membrane	r_3939	exchange	s_3441	ergosterol [endoplasmic reticulum membrane]	1.0
phosphate transport, ER-ER membrane	r_3940	exchange	s_1323	phosphate [endoplasmic reticulum]	-1.0
phosphate transport, ER-ER membrane	r_3940	exchange	s_2966	phosphate [endoplasmic reticulum membrane]	1.0
1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-16:1) transport, vacuolar membrane-Golgi membrane	r_3941	exchange	s_3392	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-16:1) [vacuolar membrane]	-1.0
1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-16:1) transport, vacuolar membrane-Golgi membrane	r_3941	exchange	s_3568	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-16:1) [Golgi membrane]	1.0
1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-16:1) transport, vacuolar membrane-Golgi membrane	r_3942	exchange	s_3393	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-16:1) [vacuolar membrane]	-1.0
1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-16:1) transport, vacuolar membrane-Golgi membrane	r_3942	exchange	s_3569	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-16:1) [Golgi membrane]	1.0
1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-16:1) transport, vacuolar membrane-Golgi membrane	r_3943	exchange	s_3394	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-16:1) [vacuolar membrane]	-1.0
1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-16:1) transport, vacuolar membrane-Golgi membrane	r_3943	exchange	s_3570	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-16:1) [Golgi membrane]	1.0
1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-16:1) transport, vacuolar membrane-Golgi membrane	r_3944	exchange	s_3395	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-16:1) [vacuolar membrane]	-1.0
1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-16:1) transport, vacuolar membrane-Golgi membrane	r_3944	exchange	s_3571	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-16:1) [Golgi membrane]	1.0
1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-18:1) transport, vacuolar membrane-Golgi membrane	r_3945	exchange	s_3396	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-18:1) [vacuolar membrane]	-1.0
1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-18:1) transport, vacuolar membrane-Golgi membrane	r_3945	exchange	s_3572	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-18:1) [Golgi membrane]	1.0
1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-18:1) transport, vacuolar membrane-Golgi membrane	r_3946	exchange	s_3397	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-18:1) [vacuolar membrane]	-1.0
1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-18:1) transport, vacuolar membrane-Golgi membrane	r_3946	exchange	s_3573	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-18:1) [Golgi membrane]	1.0
1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-18:1) transport, vacuolar membrane-Golgi membrane	r_3947	exchange	s_3398	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-18:1) [vacuolar membrane]	-1.0
1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-18:1) transport, vacuolar membrane-Golgi membrane	r_3947	exchange	s_3574	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-18:1) [Golgi membrane]	1.0
1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-18:1) transport, vacuolar membrane-Golgi membrane	r_3948	exchange	s_3399	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-18:1) [vacuolar membrane]	-1.0
1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-18:1) transport, vacuolar membrane-Golgi membrane	r_3948	exchange	s_3575	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-18:1) [Golgi membrane]	1.0
1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-16:1) transport, vacuolar membrane-cell envelope	r_3949	exchange	s_3416	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-16:1) [vacuolar membrane]	-1.0
1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-16:1) transport, vacuolar membrane-cell envelope	r_3949	exchange	s_3592	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-16:1) [cell envelope]	1.0
1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:1, 2-16:1) transport, vacuolar membrane-cell envelope	r_3950	exchange	s_3417	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:1, 2-16:1) [vacuolar membrane]	-1.0
1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:1, 2-16:1) transport, vacuolar membrane-cell envelope	r_3950	exchange	s_3593	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:1, 2-16:1) [cell envelope]	1.0
1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-16:1) transport, vacuolar membrane-cell envelope	r_3951	exchange	s_3418	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-16:1) [vacuolar membrane]	-1.0
1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-16:1) transport, vacuolar membrane-cell envelope	r_3951	exchange	s_3594	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-16:1) [cell envelope]	1.0
1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:1, 2-16:1) transport, vacuolar membrane-cell envelope	r_3952	exchange	s_3419	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:1, 2-16:1) [vacuolar membrane]	-1.0
1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:1, 2-16:1) transport, vacuolar membrane-cell envelope	r_3952	exchange	s_3595	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:1, 2-16:1) [cell envelope]	1.0
1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-18:1) transport, vacuolar membrane-cell envelope	r_3953	exchange	s_3420	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-18:1) [vacuolar membrane]	-1.0
1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-18:1) transport, vacuolar membrane-cell envelope	r_3953	exchange	s_3596	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-18:1) [cell envelope]	1.0
1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:1, 2-18:1) transport, vacuolar membrane-cell envelope	r_3954	exchange	s_3421	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:1, 2-18:1) [vacuolar membrane]	-1.0
1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:1, 2-18:1) transport, vacuolar membrane-cell envelope	r_3954	exchange	s_3597	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:1, 2-18:1) [cell envelope]	1.0
1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-18:1) transport, vacuolar membrane-cell envelope	r_3955	exchange	s_3422	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-18:1) [vacuolar membrane]	-1.0
1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-18:1) transport, vacuolar membrane-cell envelope	r_3955	exchange	s_3598	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-18:1) [cell envelope]	1.0
1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:1, 2-18:1) transport, vacuolar membrane-cell envelope	r_3956	exchange	s_3423	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:1, 2-18:1) [vacuolar membrane]	-1.0
1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:1, 2-18:1) transport, vacuolar membrane-cell envelope	r_3956	exchange	s_3599	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:1, 2-18:1) [cell envelope]	1.0
H+ transport, mitochondrion-mitochondrial membrane	r_3957	exchange	s_0799	H+ [mitochondrion]	-1.0
H+ transport, mitochondrion-mitochondrial membrane	r_3957	exchange	s_3094	H+ [mitochondrial membrane]	1.0
glycerol 3-phosphate transport, mitochondrion-mitochondrial membrane	r_3958	exchange	s_0770	glycerol 3-phosphate [mitochondrion]	-1.0
glycerol 3-phosphate transport, mitochondrion-mitochondrial membrane	r_3958	exchange	s_3218	glycerol 3-phosphate [mitochondrial membrane]	1.0
CMP transport, mitochondrion-mitochondrial membrane	r_3959	exchange	s_0528	CMP [mitochondrion]	-1.0
CMP transport, mitochondrion-mitochondrial membrane	r_3959	exchange	s_3219	CMP [mitochondrial membrane]	1.0
CTP transport, mitochondrion-mitochondrial membrane	r_3960	exchange	s_0541	CTP [mitochondrion]	-1.0
CTP transport, mitochondrion-mitochondrial membrane	r_3960	exchange	s_3093	CTP [mitochondrial membrane]	1.0
phosphate transport, mitochondrion-mitochondrial membrane	r_3961	exchange	s_1326	phosphate [mitochondrion]	-1.0
phosphate transport, mitochondrion-mitochondrial membrane	r_3961	exchange	s_3228	phosphate [mitochondrial membrane]	1.0
diphosphate transport, mitochondrion-mitochondrial membrane	r_3962	exchange	s_0636	diphosphate [mitochondrion]	-1.0
diphosphate transport, mitochondrion-mitochondrial membrane	r_3962	exchange	s_3095	diphosphate [mitochondrial membrane]	1.0
isa 1-phosphatidyl-1D-myo-inositol for PI (1-16:0, 2-16:1)	r_3963	c_03	s_3545	1-phosphatidyl-1D-myo-inositol (1-16:0, 2-16:1) [cytoplasm]	-1.0
isa 1-phosphatidyl-1D-myo-inositol for PI (1-16:0, 2-16:1)	r_3963	c_03	s_0089	1-phosphatidyl-1D-myo-inositol [cytoplasm]	1.0
isa 1-phosphatidyl-1D-myo-inositol for PI (1-16:1, 2-16:1)	r_3964	c_03	s_3547	1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1) [cytoplasm]	-1.0
isa 1-phosphatidyl-1D-myo-inositol for PI (1-16:1, 2-16:1)	r_3964	c_03	s_0089	1-phosphatidyl-1D-myo-inositol [cytoplasm]	1.0
isa 1-phosphatidyl-1D-myo-inositol for PI (1-18:0, 2-16:1)	r_3965	c_03	s_3549	1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1) [cytoplasm]	-1.0
isa 1-phosphatidyl-1D-myo-inositol for PI (1-18:0, 2-16:1)	r_3965	c_03	s_0089	1-phosphatidyl-1D-myo-inositol [cytoplasm]	1.0
isa 1-phosphatidyl-1D-myo-inositol for PI (1-18:1, 2-16:1)	r_3966	c_03	s_3551	1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1) [cytoplasm]	-1.0
isa 1-phosphatidyl-1D-myo-inositol for PI (1-18:1, 2-16:1)	r_3966	c_03	s_0089	1-phosphatidyl-1D-myo-inositol [cytoplasm]	1.0
isa 1-phosphatidyl-1D-myo-inositol for PI (1-16:0, 2-18:1)	r_3967	c_03	s_3553	1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1) [cytoplasm]	-1.0
isa 1-phosphatidyl-1D-myo-inositol for PI (1-16:0, 2-18:1)	r_3967	c_03	s_0089	1-phosphatidyl-1D-myo-inositol [cytoplasm]	1.0
isa 1-phosphatidyl-1D-myo-inositol for PI (1-16:1, 2-18:1)	r_3968	c_03	s_3555	1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1) [cytoplasm]	-1.0
isa 1-phosphatidyl-1D-myo-inositol for PI (1-16:1, 2-18:1)	r_3968	c_03	s_0089	1-phosphatidyl-1D-myo-inositol [cytoplasm]	1.0
isa 1-phosphatidyl-1D-myo-inositol for PI (1-18:0, 2-18:1)	r_3969	c_03	s_3557	1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1) [cytoplasm]	-1.0
isa 1-phosphatidyl-1D-myo-inositol for PI (1-18:0, 2-18:1)	r_3969	c_03	s_0089	1-phosphatidyl-1D-myo-inositol [cytoplasm]	1.0
isa 1-phosphatidyl-1D-myo-inositol for PI (1-18:1, 2-18:1)	r_3970	c_03	s_3559	1-phosphatidyl-1D-myo-inositol (1-18:1, 2-18:1) [cytoplasm]	-1.0
isa 1-phosphatidyl-1D-myo-inositol for PI (1-18:1, 2-18:1)	r_3970	c_03	s_0089	1-phosphatidyl-1D-myo-inositol [cytoplasm]	1.0
isa ergosterol ester for ergosteryl palmitoleate	r_3971	c_05	s_3443	ergosteryl palmitoleate [endoplasmic reticulum membrane]	-1.0
isa ergosterol ester for ergosteryl palmitoleate	r_3971	c_05	s_3709	ergosterol ester [endoplasmic reticulum membrane]	1.0
isa ergosterol ester for ergosteryl oleate	r_3972	c_05	s_3442	ergosteryl oleate [endoplasmic reticulum membrane]	-1.0
isa ergosterol ester for ergosteryl oleate	r_3972	c_05	s_3709	ergosterol ester [endoplasmic reticulum membrane]	1.0
ergosterol ester transport, ER membrane-cytoplasm	r_3973	exchange	s_3709	ergosterol ester [endoplasmic reticulum membrane]	-1.0
ergosterol ester transport, ER membrane-cytoplasm	r_3973	exchange	s_0672	ergosterol ester [cytoplasm]	1.0
isa fatty acid for myristate	r_3974	c_03	s_1161	myristate [cytoplasm]	-1.0
isa fatty acid for myristate	r_3974	c_03	s_0694	fatty acid [cytoplasm]	1.0
isa fatty acid for palmitate	r_3975	c_03	s_1286	palmitate [cytoplasm]	-1.0
isa fatty acid for palmitate	r_3975	c_03	s_0694	fatty acid [cytoplasm]	1.0
isa fatty acid for palmitoleate	r_3976	c_03	s_1293	palmitoleate [cytoplasm]	-1.0
isa fatty acid for palmitoleate	r_3976	c_03	s_0694	fatty acid [cytoplasm]	1.0
isa fatty acid for stearate	r_3977	c_03	s_1449	stearate [cytoplasm]	-1.0
isa fatty acid for stearate	r_3977	c_03	s_0694	fatty acid [cytoplasm]	1.0
isa fatty acid for oleate	r_3978	c_03	s_1260	oleate [cytoplasm]	-1.0
isa fatty acid for oleate	r_3978	c_03	s_0694	fatty acid [cytoplasm]	1.0
isa phosphatidyl-L-serine for PS (1-16:0, 2-16:1)	r_3979	c_05	s_3109	phosphatidyl-L-serine (1-16:0, 2-16:1) [endoplasmic reticulum membrane]	-1.0
isa phosphatidyl-L-serine for PS (1-16:0, 2-16:1)	r_3979	c_05	s_3710	phosphatidyl-L-serine [endoplasmic reticulum membrane]	1.0
isa phosphatidyl-L-serine for PS (1-16:1, 2-16:1)	r_3980	c_05	s_3110	phosphatidyl-L-serine (1-16:1, 2-16:1) [endoplasmic reticulum membrane]	-1.0
isa phosphatidyl-L-serine for PS (1-16:1, 2-16:1)	r_3980	c_05	s_3710	phosphatidyl-L-serine [endoplasmic reticulum membrane]	1.0
isa phosphatidyl-L-serine for PS (1-18:0, 2-16:1)	r_3981	c_05	s_3111	phosphatidyl-L-serine (1-18:0, 2-16:1) [endoplasmic reticulum membrane]	-1.0
isa phosphatidyl-L-serine for PS (1-18:0, 2-16:1)	r_3981	c_05	s_3710	phosphatidyl-L-serine [endoplasmic reticulum membrane]	1.0
isa phosphatidyl-L-serine for PS (1-18:1, 2-16:1)	r_3982	c_05	s_3112	phosphatidyl-L-serine (1-18:1, 2-16:1) [endoplasmic reticulum membrane]	-1.0
isa phosphatidyl-L-serine for PS (1-18:1, 2-16:1)	r_3982	c_05	s_3710	phosphatidyl-L-serine [endoplasmic reticulum membrane]	1.0
isa phosphatidyl-L-serine for PS (1-16:0, 2-18:1)	r_3983	c_05	s_3113	phosphatidyl-L-serine (1-16:0, 2-18:1) [endoplasmic reticulum membrane]	-1.0
isa phosphatidyl-L-serine for PS (1-16:0, 2-18:1)	r_3983	c_05	s_3710	phosphatidyl-L-serine [endoplasmic reticulum membrane]	1.0
isa phosphatidyl-L-serine for PS (1-16:1, 2-18:1)	r_3984	c_05	s_3114	phosphatidyl-L-serine (1-16:1, 2-18:1) [endoplasmic reticulum membrane]	-1.0
isa phosphatidyl-L-serine for PS (1-16:1, 2-18:1)	r_3984	c_05	s_3710	phosphatidyl-L-serine [endoplasmic reticulum membrane]	1.0
isa phosphatidyl-L-serine for PS (1-18:0, 2-18:1)	r_3985	c_05	s_3115	phosphatidyl-L-serine (1-18:0, 2-18:1) [endoplasmic reticulum membrane]	-1.0
isa phosphatidyl-L-serine for PS (1-18:0, 2-18:1)	r_3985	c_05	s_3710	phosphatidyl-L-serine [endoplasmic reticulum membrane]	1.0
isa phosphatidyl-L-serine for PS (1-18:1, 2-18:1)	r_3986	c_05	s_3116	phosphatidyl-L-serine (1-18:1, 2-18:1) [endoplasmic reticulum membrane]	-1.0
isa phosphatidyl-L-serine for PS (1-18:1, 2-18:1)	r_3986	c_05	s_3710	phosphatidyl-L-serine [endoplasmic reticulum membrane]	1.0
